,Unnamed: 0,annual_income,income_category,education_category,living_place,family_size,age,working_years,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
17357,17357,54000,0.0,3.0,3,3.0,35,6,True,True,False,True,12,False
35738,35738,180000,1.0,3.0,3,2.0,36,10,True,True,False,True,48,False
21687,21687,157500,3.0,3.0,3,2.0,47,8,True,False,False,False,22,False
18319,18319,180000,0.0,1.0,3,1.0,38,5,True,False,False,True,42,False
13307,13307,225000,0.0,1.0,3,2.0,40,4,False,True,True,False,46,False
27822,27822,135000,0.0,3.0,3,2.0,59,3,False,False,True,False,36,False
1847,1847,90000,2.0,4.0,3,2.0,61,-24,False,False,False,True,47,False
8286,8286,135000,1.0,3.0,3,3.0,37,4,False,True,False,False,26,False
5706,5706,220500,2.0,4.0,3,2.0,59,-24,False,False,False,False,29,False
34049,34049,114750,2.0,3.0,3,1.0,58,-24,False,False,False,False,26,False
2235,2235,157500,0.0,1.0,3,2.0,32,8,True,False,False,False,30,False
23647,23647,270000,0.0,3.0,3,3.0,27,1,False,True,False,True,47,False
33177,33177,225000,1.0,3.0,3,2.0,54,6,True,False,False,False,39,False
9288,9288,126000,0.0,3.0,3,2.0,39,6,True,False,True,True,2,False
30216,30216,247500,2.0,3.0,3,1.0,61,-24,False,False,False,False,8,False
33069,33069,225000,3.0,3.0,3,2.0,40,14,True,True,True,True,60,False
24605,24605,112500,1.0,3.0,3,4.0,36,15,True,True,True,True,30,False
27407,27407,180000,1.0,3.0,3,2.0,39,0,False,False,False,True,43,False
12372,12372,202500,3.0,1.0,3,2.0,51,4,False,False,False,True,30,False
29403,29403,157500,0.0,1.0,3,2.0,38,6,True,False,False,False,19,False
29608,29608,360000,3.0,1.0,3,4.0,32,0,False,True,False,True,40,False
9368,9368,270000,0.0,3.0,3,2.0,33,4,False,False,True,False,35,False
24307,24307,135000,3.0,1.0,5,1.0,43,12,True,False,False,False,21,False
30014,30014,225000,3.0,1.0,5,1.0,30,1,False,False,False,False,31,False
9337,9337,180000,1.0,3.0,3,2.0,26,7,True,False,True,False,21,False
21989,21989,90000,2.0,3.0,3,2.0,60,-24,False,False,False,True,18,False
9646,9646,112500,0.0,3.0,3,2.0,36,4,False,False,False,True,42,False
11919,11919,225000,3.0,3.0,3,2.0,53,8,True,False,False,True,35,False
27036,27036,157500,0.0,3.0,3,2.0,57,4,False,False,False,False,6,False
16914,16914,103500,2.0,3.0,3,2.0,62,-24,False,False,False,False,5,False
11517,11517,81000,2.0,3.0,3,1.0,61,-24,False,False,False,True,9,False
19060,19060,157500,0.0,3.0,3,2.0,47,3,False,False,False,False,14,False
4179,4179,126000,1.0,2.0,3,1.0,32,14,True,False,False,True,46,False
17159,17159,180000,0.0,4.0,3,2.0,35,6,True,False,False,False,40,False
15351,15351,112500,0.0,3.0,3,3.0,35,3,False,True,False,True,26,False
14762,14762,202500,0.0,3.0,3,2.0,52,18,True,False,False,True,53,False
13897,13897,103500,0.0,3.0,3,2.0,43,3,False,False,False,False,20,False
12353,12353,247500,0.0,1.0,3,2.0,37,5,True,True,False,False,40,False
35103,35103,112500,0.0,3.0,3,2.0,43,9,True,False,False,False,15,False
20516,20516,94500,0.0,3.0,3,2.0,51,9,True,False,False,True,4,False
11006,11006,333000,2.0,3.0,3,1.0,60,-24,False,False,False,False,60,False
12996,12996,126000,0.0,3.0,3,3.0,37,9,True,True,False,False,17,False
10212,10212,202500,2.0,3.0,3,1.0,57,-24,False,False,False,False,25,False
19595,19595,112500,0.0,3.0,3,4.0,43,4,False,True,False,False,32,False
26382,26382,54000,0.0,1.0,3,4.0,30,12,True,True,False,True,16,False
7137,7137,63000,3.0,1.0,3,2.0,40,5,True,False,False,False,26,False
18865,18865,450000,3.0,1.0,3,2.0,52,5,True,False,False,True,38,False
25086,25086,126000,2.0,1.0,3,2.0,68,-24,False,False,False,True,37,False
19165,19165,103500,0.0,3.0,3,2.0,55,4,False,False,False,False,2,False
17116,17116,121500,0.0,3.0,3,3.0,35,3,False,True,False,False,17,False
35763,35763,135000,1.0,2.0,5,1.0,27,5,True,False,False,True,11,False
21517,21517,360000,0.0,1.0,3,2.0,58,20,True,False,False,False,5,False
16576,16576,63000,3.0,3.0,3,3.0,39,8,True,True,False,False,35,False
19979,19979,112500,0.0,3.0,3,1.0,53,6,True,False,False,False,23,False
17338,17338,157500,1.0,3.0,3,4.0,34,2,False,True,False,True,13,False
13780,13780,112500,3.0,3.0,3,2.0,55,4,False,False,False,True,49,False
32546,32546,225000,0.0,1.0,3,3.0,28,4,False,True,False,False,3,False
6807,6807,247500,1.0,3.0,3,2.0,32,7,True,False,False,False,29,False
26935,26935,450000,3.0,1.0,3,1.0,29,1,False,False,True,True,43,False
2526,2526,225000,0.0,3.0,3,3.0,30,11,True,True,True,False,12,False
13710,13710,135000,2.0,1.0,3,1.0,57,-24,False,False,False,True,32,False
11218,11218,90000,0.0,1.0,3,1.0,49,1,False,False,False,True,33,False
15376,15376,607500,3.0,3.0,3,2.0,53,3,False,False,False,True,13,False
29391,29391,135000,0.0,1.0,3,2.0,42,4,False,False,False,True,15,False
10053,10053,144000,0.0,3.0,3,2.0,45,0,False,False,False,False,27,False
9048,9048,189000,0.0,1.0,3,2.0,51,0,False,False,True,True,36,False
3968,3968,216000,0.0,3.0,3,3.0,35,11,True,True,False,False,3,False
16480,16480,139500,0.0,3.0,3,2.0,51,0,False,False,False,True,5,False
29229,29229,180000,0.0,1.0,3,3.0,38,4,False,True,True,False,31,False
9926,9926,90000,0.0,1.0,3,3.0,28,6,True,True,False,False,41,False
6068,6068,225000,0.0,3.0,3,1.0,47,0,False,False,False,False,55,False
22005,22005,337500,0.0,3.0,3,2.0,42,15,True,False,True,False,37,False
8098,8098,180000,1.0,3.0,3,2.0,44,20,True,False,False,True,41,False
19861,19861,157500,1.0,3.0,3,1.0,62,5,True,False,False,True,8,False
35264,35264,180000,0.0,1.0,3,1.0,25,2,False,False,False,False,14,False
6681,6681,265500,0.0,1.0,5,3.0,30,6,True,True,True,False,23,False
26741,26741,225000,3.0,3.0,3,3.0,41,2,False,True,True,False,14,False
16685,16685,180000,0.0,1.0,5,2.0,30,4,False,False,True,False,54,False
433,433,67500,0.0,3.0,3,2.0,51,14,True,False,False,True,13,False
23627,23627,180000,0.0,1.0,3,2.0,34,8,True,False,False,True,1,False
7542,7542,157500,3.0,3.0,3,2.0,52,6,True,False,False,False,46,False
8922,8922,247500,3.0,3.0,3,2.0,53,2,False,False,False,False,58,False
2781,2781,225000,3.0,1.0,3,1.0,29,0,False,False,False,True,38,False
24357,24357,225000,2.0,3.0,3,2.0,53,-24,False,False,False,False,32,False
30821,30821,202500,0.0,3.0,3,4.0,43,10,True,True,False,False,26,False
27643,27643,157500,1.0,1.0,3,2.0,32,10,True,False,False,False,32,False
32154,32154,171000,1.0,1.0,3,2.0,56,4,False,True,False,False,17,False
14483,14483,225000,3.0,3.0,3,4.0,34,4,False,True,False,False,38,False
26320,26320,270000,0.0,3.0,3,3.0,35,0,False,True,False,True,23,False
5496,5496,76500,0.0,1.0,3,2.0,54,6,True,False,False,True,20,False
21918,21918,184500,2.0,3.0,3,1.0,67,-24,False,False,False,False,58,False
1198,1198,112500,3.0,3.0,3,3.0,41,5,True,True,True,False,33,False
29987,29987,247500,3.0,2.0,3,3.0,33,6,True,True,False,True,25,False
33241,33241,202500,3.0,1.0,3,3.0,24,2,False,True,True,False,11,False
23394,23394,135000,0.0,3.0,3,3.0,30,3,False,True,False,False,20,False
30019,30019,135000,0.0,3.0,3,2.0,29,2,False,True,False,True,8,False
32605,32605,135000,1.0,1.0,3,3.0,25,2,False,True,False,True,51,False
19228,19228,90000,3.0,3.0,3,2.0,52,4,False,False,False,False,10,False
15228,15228,81000,0.0,3.0,3,2.0,46,1,False,False,False,False,41,False
26141,26141,360000,3.0,3.0,3,1.0,41,5,True,False,False,True,47,False
34362,34362,112500,0.0,1.0,3,6.0,37,5,True,True,True,False,43,False
22278,22278,90000,3.0,3.0,3,2.0,38,6,True,False,True,False,34,False
5409,5409,112500,0.0,3.0,3,4.0,35,0,False,True,True,True,2,False
24331,24331,189000,3.0,1.0,3,3.0,28,0,False,True,False,False,21,False
1071,1071,252000,0.0,3.0,3,2.0,60,4,False,False,True,True,31,False
14891,14891,225000,3.0,1.0,3,3.0,26,6,True,True,False,True,11,False
15033,15033,252000,2.0,3.0,3,1.0,62,-24,False,False,False,False,14,False
34587,34587,90000,3.0,3.0,3,2.0,34,1,False,False,True,False,15,False
17133,17133,360000,0.0,1.0,3,2.0,29,9,True,False,True,True,8,False
15002,15002,90000,2.0,3.0,3,1.0,61,-24,False,False,False,False,10,False
8061,8061,180000,1.0,3.0,3,2.0,45,5,True,False,False,False,48,False
35478,35478,238500,0.0,1.0,5,2.0,33,7,True,False,True,False,56,False
35924,35924,225000,0.0,1.0,2,2.0,47,5,True,True,True,True,59,False
11916,11916,135000,3.0,3.0,3,4.0,34,12,True,True,False,True,18,False
10220,10220,202500,2.0,3.0,3,1.0,57,-24,False,False,False,False,31,False
13990,13990,292500,2.0,3.0,3,2.0,57,-24,False,False,False,False,7,False
8361,8361,135000,0.0,3.0,5,2.0,44,8,True,False,True,False,27,False
36438,36438,180000,0.0,3.0,3,2.0,30,3,False,False,True,False,24,False
17032,17032,99000,1.0,1.0,2,2.0,64,0,False,False,False,True,44,False
23547,23547,202500,0.0,1.0,3,2.0,41,14,True,False,False,True,15,False
14337,14337,288000,3.0,3.0,3,1.0,44,0,False,False,False,True,18,False
392,392,130500,0.0,3.0,3,2.0,41,13,True,False,False,True,9,False
26870,26870,180000,2.0,3.0,3,2.0,61,-24,False,False,False,False,29,False
10838,10838,139500,1.0,1.0,3,2.0,48,23,True,False,False,False,41,False
5736,5736,180000,3.0,1.0,3,2.0,55,17,True,False,True,False,18,False
32181,32181,101250,0.0,3.0,3,1.0,27,4,False,False,False,True,35,False
29144,29144,112500,2.0,3.0,3,2.0,56,-24,False,False,False,False,30,False
4439,4439,202500,0.0,3.0,3,2.0,54,9,True,False,False,False,13,False
25336,25336,180000,0.0,3.0,3,2.0,59,6,True,False,True,False,21,False
8381,8381,247500,0.0,3.0,3,2.0,43,5,True,False,True,True,31,False
12617,12617,112500,3.0,3.0,3,3.0,29,8,True,True,False,True,8,False
48,48,135000,0.0,3.0,3,4.0,43,8,True,True,True,False,4,False
32194,32194,67500,2.0,1.0,3,1.0,65,-24,False,False,False,False,12,False
6987,6987,108000,2.0,3.0,3,2.0,63,-24,False,False,False,True,11,False
30430,30430,112500,0.0,3.0,3,2.0,51,12,True,False,True,False,7,False
20304,20304,184500,0.0,1.0,5,2.0,36,12,True,True,False,True,24,False
13078,13078,112500,0.0,3.0,3,1.0,25,5,True,False,True,False,18,False
3756,3756,112500,0.0,1.0,3,3.0,43,2,False,True,True,True,48,False
3369,3369,157500,2.0,3.0,3,1.0,58,-24,False,False,False,False,33,False
9204,9204,121500,2.0,1.0,3,2.0,66,-24,False,False,True,True,12,False
25109,25109,112500,0.0,1.0,3,3.0,27,8,True,True,True,False,3,False
1480,1480,270000,0.0,3.0,3,4.0,36,11,True,True,True,False,17,False
2053,2053,270000,0.0,3.0,3,2.0,54,10,True,False,False,True,19,False
53,53,135000,0.0,3.0,3,4.0,43,8,True,True,True,False,20,False
17540,17540,315000,0.0,3.0,4,4.0,33,2,False,True,False,True,61,False
16094,16094,180000,2.0,3.0,3,1.0,56,-24,False,False,False,True,40,False
21,21,157500,0.0,3.0,3,2.0,27,4,False,False,False,True,20,False
36369,36369,135000,2.0,3.0,3,2.0,58,-24,False,False,False,False,30,False
1427,1427,112500,2.0,3.0,3,2.0,62,-24,False,False,False,False,4,False
24033,24033,225000,2.0,1.0,3,2.0,54,-24,False,False,False,True,24,False
5223,5223,67500,0.0,3.0,3,1.0,56,13,True,False,False,True,48,False
13258,13258,270000,2.0,3.0,3,1.0,63,-24,False,False,False,False,8,False
5557,5557,157500,3.0,2.0,5,3.0,32,7,True,True,False,False,46,False
10731,10731,315000,3.0,3.0,4,2.0,46,5,True,False,True,False,57,False
29852,29852,135000,3.0,3.0,3,2.0,31,12,True,False,False,False,19,False
16192,16192,202500,1.0,3.0,3,3.0,43,24,True,True,False,False,61,False
1314,1314,157500,0.0,3.0,3,2.0,36,15,True,False,True,True,35,False
4152,4152,108000,0.0,3.0,3,3.0,35,3,False,True,False,True,2,False
4181,4181,126000,1.0,2.0,3,1.0,32,14,True,False,False,True,10,False
33389,33389,202500,0.0,3.0,3,2.0,33,3,False,True,False,False,26,False
25012,25012,117000,2.0,3.0,3,2.0,59,-24,False,False,False,True,17,False
16814,16814,180000,3.0,3.0,3,2.0,33,7,True,True,True,False,32,False
28043,28043,76500,0.0,3.0,3,2.0,49,6,True,False,True,True,51,False
32656,32656,180000,3.0,4.0,3,3.0,29,6,True,True,False,True,23,False
17640,17640,450000,1.0,1.0,3,1.0,55,8,True,False,False,True,38,False
2838,2838,234000,0.0,3.0,3,2.0,56,22,True,True,False,False,46,False
12942,12942,270000,0.0,3.0,3,4.0,39,0,False,True,True,True,3,False
10368,10368,337500,3.0,3.0,3,3.0,31,6,True,True,False,False,18,False
27722,27722,157500,0.0,1.0,0,2.0,60,0,False,False,True,True,24,False
32169,32169,29250,2.0,3.0,3,2.0,55,-24,False,False,True,False,25,False
14578,14578,135000,0.0,3.0,3,5.0,30,8,True,True,False,True,6,False
12152,12152,103500,0.0,3.0,3,2.0,48,30,True,False,False,True,38,False
11485,11485,180000,0.0,3.0,3,4.0,35,13,True,True,True,False,19,False
15512,15512,90000,0.0,1.0,3,2.0,54,15,True,False,False,True,8,False
26338,26338,202500,3.0,3.0,3,2.0,48,4,False,False,False,False,16,False
28103,28103,112500,1.0,3.0,2,2.0,29,4,False,False,False,False,20,False
2665,2665,207000,3.0,3.0,3,1.0,53,5,True,False,False,False,31,False
9544,9544,112500,0.0,3.0,2,2.0,47,2,False,False,False,True,16,False
22685,22685,225000,0.0,3.0,3,2.0,39,2,False,False,True,True,22,False
33609,33609,72000,2.0,3.0,3,2.0,65,-24,False,False,False,False,43,False
36415,36415,112500,0.0,3.0,3,3.0,35,3,False,True,False,False,28,False
9314,9314,450000,3.0,1.0,3,1.0,44,2,False,False,True,True,10,False
34258,34258,270000,0.0,3.0,3,2.0,51,5,True,False,True,False,40,False
22963,22963,405000,3.0,1.0,3,2.0,44,1,False,False,True,False,39,False
34527,34527,494100,3.0,1.0,3,5.0,36,5,True,True,False,False,5,False
27816,27816,157500,3.0,1.0,3,2.0,40,1,False,False,True,False,48,False
27473,27473,225000,0.0,1.0,3,2.0,41,15,True,False,False,False,5,False
12573,12573,135000,3.0,3.0,3,4.0,36,1,False,True,False,False,23,False
35087,35087,157500,0.0,3.0,3,2.0,44,26,True,False,True,False,4,False
6397,6397,360000,0.0,3.0,3,4.0,36,2,False,True,True,True,60,False
24036,24036,117000,2.0,3.0,3,2.0,63,-24,False,False,False,True,10,False
14088,14088,81000,0.0,1.0,3,3.0,32,0,False,True,True,False,40,False
28919,28919,265500,3.0,1.0,3,3.0,32,11,True,True,False,False,49,False
920,920,180000,1.0,3.0,3,2.0,56,10,True,False,True,False,49,False
27273,27273,225000,0.0,3.0,3,2.0,52,13,True,False,False,True,18,False
12489,12489,247500,3.0,3.0,3,2.0,43,12,True,False,False,False,27,False
4484,4484,495000,2.0,3.0,3,2.0,56,-24,False,False,False,True,3,False
9251,9251,202500,1.0,1.0,3,1.0,60,41,True,False,True,True,40,False
5975,5975,171000,0.0,3.0,3,2.0,52,4,False,False,False,False,59,False
25111,25111,135000,3.0,3.0,3,3.0,46,4,False,True,False,False,12,False
19089,19089,135000,0.0,1.0,3,2.0,47,12,True,False,False,False,58,False
11145,11145,67500,0.0,3.0,5,2.0,44,0,False,False,False,False,54,False
20832,20832,126000,0.0,3.0,3,1.0,59,3,False,False,False,True,6,False
2762,2762,202500,0.0,3.0,3,2.0,41,22,True,False,False,True,30,False
14377,14377,99000,2.0,3.0,3,2.0,58,-24,False,False,False,False,41,False
7893,7893,121500,3.0,3.0,3,2.0,49,4,False,False,False,False,25,False
1726,1726,337500,3.0,3.0,3,2.0,40,3,False,False,True,False,44,False
34972,34972,135000,0.0,3.0,3,2.0,25,2,False,False,False,False,18,False
28208,28208,157500,3.0,1.0,3,3.0,32,1,False,True,False,False,13,False
7198,7198,274500,0.0,1.0,3,2.0,54,1,False,False,False,True,18,False
20422,20422,193500,0.0,3.0,3,2.0,47,2,False,False,False,False,5,False
19797,19797,270000,0.0,3.0,3,2.0,45,18,True,False,False,False,42,False
22958,22958,135000,3.0,3.0,3,2.0,33,4,False,False,True,True,34,False
5097,5097,216000,0.0,1.0,2,2.0,32,0,False,False,False,True,1,False
5029,5029,112500,3.0,1.0,3,1.0,23,1,False,False,True,False,22,False
919,919,180000,1.0,3.0,3,2.0,56,10,True,False,True,False,42,False
922,922,180000,1.0,3.0,3,2.0,56,10,True,False,True,False,54,False
20965,20965,450000,0.0,3.0,3,5.0,47,8,True,True,True,True,23,False
31497,31497,202500,0.0,1.0,3,2.0,35,2,False,False,False,True,45,False
125,125,157500,3.0,1.0,3,2.0,37,13,True,False,False,True,44,False
28470,28470,94500,0.0,3.0,3,4.0,34,9,True,True,True,False,7,False
8030,8030,135000,0.0,3.0,3,2.0,54,27,True,False,False,False,55,False
4387,4387,112500,0.0,1.0,3,4.0,27,4,False,True,False,False,26,False
30319,30319,58500,2.0,1.0,3,2.0,56,-24,False,False,False,False,43,False
856,856,157500,2.0,3.0,3,2.0,59,-24,False,False,False,True,31,False
22956,22956,135000,3.0,3.0,3,2.0,33,4,False,False,True,True,21,False
30677,30677,202500,0.0,3.0,3,2.0,40,3,False,False,True,False,21,False
16565,16565,90000,2.0,1.0,3,2.0,58,-24,False,False,False,False,10,False
14435,14435,247500,0.0,1.0,3,2.0,35,7,True,False,True,False,14,False
24963,24963,157500,0.0,3.0,3,2.0,54,5,True,False,False,False,14,False
2034,2034,121500,0.0,1.0,3,3.0,30,2,False,True,False,False,47,False
1533,1533,135000,0.0,3.0,3,2.0,58,2,False,False,False,True,34,False
9137,9137,94500,2.0,3.0,3,2.0,61,-24,False,False,False,False,2,False
22916,22916,270000,0.0,1.0,3,1.0,64,9,True,False,False,True,6,False
35936,35936,180000,0.0,3.0,3,3.0,39,8,True,True,True,False,4,False
3346,3346,76500,2.0,3.0,3,2.0,66,-24,False,False,False,True,53,False
3593,3593,67500,3.0,3.0,3,3.0,32,9,True,True,True,True,18,False
13617,13617,126000,0.0,3.0,3,2.0,55,4,False,False,False,True,26,False
29021,29021,337500,3.0,3.0,3,4.0,43,6,True,True,True,False,58,False
27358,27358,202500,0.0,3.0,3,4.0,36,7,True,True,False,False,46,False
4878,4878,180000,0.0,1.0,3,3.0,33,1,False,True,True,True,10,False
30751,30751,67500,1.0,1.0,3,3.0,38,14,True,True,False,True,59,False
33393,33393,157500,0.0,3.0,3,3.0,46,1,False,True,False,False,7,False
21476,21476,112500,0.0,3.0,3,3.0,48,6,True,True,True,False,44,False
10659,10659,157500,0.0,3.0,3,2.0,58,6,True,False,False,True,44,False
4607,4607,270000,0.0,3.0,3,3.0,31,11,True,True,False,False,54,False
2883,2883,90000,0.0,3.0,3,2.0,45,1,False,False,False,False,60,False
4907,4907,405000,1.0,1.0,3,3.0,25,3,False,True,True,False,18,False
8599,8599,112500,0.0,1.0,3,3.0,24,1,False,True,True,False,1,False
9857,9857,270000,3.0,3.0,3,2.0,44,1,False,False,False,False,18,False
34899,34899,202500,0.0,1.0,3,3.0,32,7,True,True,False,False,39,False
26933,26933,180000,3.0,1.0,3,1.0,28,0,False,False,False,True,13,False
29928,29928,135000,0.0,3.0,3,2.0,40,1,False,False,False,False,60,False
19953,19953,56250,2.0,3.0,3,2.0,65,-24,False,False,False,True,24,False
22118,22118,225000,0.0,2.0,3,4.0,40,0,False,True,False,True,19,False
16008,16008,189000,0.0,3.0,2,3.0,27,1,False,True,False,False,14,False
10622,10622,270000,0.0,1.0,3,2.0,54,3,False,False,False,True,19,False
2817,2817,256500,3.0,1.0,3,2.0,58,4,False,False,True,True,7,False
2229,2229,126000,0.0,1.0,3,5.0,41,0,False,True,True,False,46,False
18374,18374,225000,3.0,3.0,3,2.0,48,6,True,False,False,False,53,False
23940,23940,76500,0.0,3.0,3,2.0,46,0,False,False,False,True,41,False
97,97,297000,3.0,3.0,4,1.0,42,8,True,False,False,False,19,False
22120,22120,211500,0.0,1.0,3,3.0,34,6,True,True,False,False,35,False
26369,26369,81000,0.0,1.0,3,3.0,29,3,False,True,True,True,39,False
35848,35848,126000,0.0,1.0,3,2.0,48,2,False,False,False,False,28,False
9726,9726,270000,1.0,1.0,3,4.0,43,20,True,True,False,True,25,False
16898,16898,180000,0.0,4.0,3,1.0,32,6,True,False,True,False,46,False
32349,32349,139500,0.0,3.0,3,2.0,50,22,True,False,False,True,58,False
30894,30894,216000,0.0,3.0,3,1.0,54,1,False,False,False,True,30,False
28635,28635,202500,2.0,3.0,3,2.0,47,-24,False,False,False,False,23,False
30629,30629,675000,2.0,1.0,3,2.0,59,-24,False,False,True,False,24,False
4060,4060,90000,0.0,3.0,3,2.0,39,0,False,False,False,True,53,False
27744,27744,135000,3.0,3.0,2,2.0,46,26,True,True,False,False,11,False
22296,22296,225000,3.0,1.0,3,1.0,54,18,True,False,False,True,18,False
23249,23249,126000,2.0,3.0,3,2.0,55,-24,False,False,False,True,16,False
17227,17227,247500,3.0,3.0,3,2.0,49,1,False,False,True,True,38,False
4165,4165,112500,0.0,3.0,3,3.0,39,9,True,True,False,False,20,False
26805,26805,247500,0.0,3.0,5,1.0,32,0,False,False,True,False,50,False
34680,34680,180000,3.0,1.0,3,1.0,27,0,False,False,False,False,26,False
9947,9947,135000,0.0,3.0,3,1.0,45,3,False,False,True,False,3,False
1945,1945,110250,0.0,1.0,3,1.0,38,15,True,False,True,False,18,False
31085,31085,157500,0.0,1.0,3,2.0,56,6,True,False,False,True,41,False
12388,12388,191700,0.0,4.0,3,2.0,42,17,True,False,False,True,46,False
8768,8768,103500,2.0,3.0,3,2.0,66,-24,False,False,False,False,2,False
33098,33098,450000,0.0,3.0,3,1.0,43,9,True,False,True,False,18,False
25758,25758,112500,0.0,3.0,3,1.0,43,3,False,False,False,False,4,False
14016,14016,360000,3.0,1.0,3,3.0,41,6,True,True,True,True,13,False
5881,5881,139500,0.0,1.0,5,2.0,25,1,False,False,False,True,10,False
33271,33271,112500,0.0,3.0,3,3.0,44,2,False,True,True,True,8,False
31065,31065,450000,2.0,3.0,2,2.0,58,-24,False,False,False,False,6,False
28985,28985,270000,3.0,3.0,3,2.0,48,14,True,False,True,False,61,False
24382,24382,292500,0.0,3.0,3,3.0,34,9,True,True,False,False,53,False
1214,1214,216000,2.0,3.0,3,2.0,62,-24,False,False,False,False,30,False
30692,30692,135000,0.0,3.0,3,3.0,34,6,True,True,False,False,12,False
14461,14461,135000,3.0,1.0,3,2.0,57,0,False,False,True,False,8,False
16536,16536,112500,2.0,3.0,3,2.0,64,-24,False,False,False,False,55,False
16374,16374,135000,3.0,3.0,3,2.0,45,1,False,False,False,False,18,False
28320,28320,144000,0.0,3.0,3,2.0,36,5,True,False,True,False,16,False
36078,36078,157500,0.0,3.0,3,4.0,39,12,True,True,True,True,33,False
25742,25742,243000,2.0,3.0,3,1.0,59,-24,False,False,False,False,37,False
14466,14466,90000,2.0,3.0,0,4.0,64,-24,False,True,True,False,5,False
22872,22872,67500,0.0,3.0,3,2.0,41,5,True,False,False,True,59,False
10470,10470,225000,1.0,1.0,5,4.0,29,4,False,True,False,False,16,False
12272,12272,540000,3.0,1.0,3,2.0,47,4,False,False,False,False,33,False
19049,19049,270000,0.0,3.0,3,2.0,37,3,False,False,True,True,33,False
7680,7680,112500,3.0,3.0,3,1.0,49,1,False,False,False,False,47,False
29643,29643,76500,0.0,3.0,3,3.0,28,1,False,True,False,False,3,False
10079,10079,135000,0.0,1.0,3,1.0,24,3,False,False,False,False,24,False
17317,17317,450000,0.0,1.0,3,2.0,52,12,True,False,True,True,12,False
17694,17694,148500,1.0,3.0,3,5.0,35,5,True,True,True,True,52,False
7626,7626,157500,2.0,3.0,3,3.0,56,-24,False,True,True,True,18,False
9477,9477,157500,0.0,3.0,3,3.0,34,1,False,True,False,False,25,False
28499,28499,112500,3.0,4.0,2,2.0,52,0,False,False,False,False,14,False
35506,35506,135000,3.0,1.0,3,3.0,30,6,True,True,True,False,29,False
26199,26199,157500,1.0,1.0,2,2.0,49,8,True,False,False,True,18,False
14775,14775,135000,3.0,3.0,3,3.0,36,3,False,True,True,False,41,False
25494,25494,450000,3.0,1.0,3,4.0,33,5,True,True,False,True,46,False
3009,3009,202500,0.0,3.0,3,1.0,23,1,False,False,False,False,7,False
35624,35624,382500,0.0,1.0,3,2.0,28,6,True,False,True,False,15,False
2793,2793,157500,0.0,3.0,3,3.0,41,9,True,True,False,False,21,False
10029,10029,76500,2.0,3.0,3,2.0,61,-24,False,False,False,False,27,False
18506,18506,135000,2.0,3.0,3,2.0,57,-24,False,False,False,False,54,False
15825,15825,180000,0.0,3.0,3,2.0,53,8,True,False,False,False,27,False
8250,8250,121500,3.0,3.0,0,2.0,32,4,False,False,False,True,23,False
10359,10359,126000,0.0,3.0,3,3.0,31,3,False,True,False,True,24,False
2791,2791,157500,0.0,3.0,3,3.0,41,9,True,True,False,False,44,False
22709,22709,112500,0.0,3.0,3,2.0,48,0,False,False,False,False,17,False
23436,23436,216000,0.0,3.0,3,4.0,40,2,False,True,False,True,2,False
31440,31440,144000,0.0,1.0,3,1.0,36,13,True,False,False,False,17,False
17154,17154,112500,1.0,3.0,3,3.0,49,25,True,True,False,False,15,True
21150,21150,135000,0.0,3.0,3,2.0,34,10,True,False,False,False,48,False
30845,30845,27000,0.0,1.0,3,2.0,40,13,True,False,False,True,17,False
10525,10525,270000,1.0,3.0,3,3.0,39,6,True,True,False,False,55,False
21227,21227,202500,3.0,3.0,3,2.0,48,6,True,False,False,False,3,False
34233,34233,270000,0.0,1.0,3,1.0,45,1,False,False,False,False,33,False
783,783,382500,0.0,1.0,3,2.0,42,10,True,False,False,True,12,False
16744,16744,225000,0.0,3.0,3,2.0,58,4,False,False,True,True,47,False
13395,13395,184500,0.0,3.0,2,2.0,49,3,False,False,False,False,35,False
11365,11365,315000,3.0,3.0,3,2.0,59,2,False,False,True,False,28,False
14278,14278,180000,0.0,3.0,5,3.0,29,7,True,True,False,False,48,False
5431,5431,180000,0.0,3.0,3,2.0,28,3,False,False,False,False,27,False
16102,16102,202500,0.0,3.0,3,2.0,44,1,False,False,False,False,3,False
28096,28096,270000,3.0,3.0,3,2.0,39,9,True,False,True,True,43,False
32470,32470,292500,3.0,3.0,3,4.0,40,19,True,True,False,True,21,False
9662,9662,211500,3.0,1.0,5,2.0,40,12,True,False,False,True,24,False
1954,1954,180000,3.0,1.0,3,3.0,32,0,False,True,True,True,5,False
10000,10000,202500,0.0,1.0,3,2.0,58,2,False,False,True,False,23,False
9750,9750,315000,3.0,1.0,3,2.0,53,4,False,False,False,True,19,False
23890,23890,153000,2.0,3.0,3,1.0,64,-24,False,False,False,True,51,False
10520,10520,360000,0.0,1.0,3,3.0,42,3,False,True,True,False,55,False
32629,32629,135000,0.0,3.0,3,2.0,47,10,True,False,False,True,18,False
2112,2112,135000,0.0,3.0,3,2.0,32,6,True,False,False,True,49,False
16127,16127,225000,0.0,3.0,3,4.0,44,18,True,True,True,True,27,False
20988,20988,180000,2.0,3.0,3,2.0,65,-24,False,False,False,False,31,False
229,229,270000,3.0,2.0,2,2.0,28,8,True,False,True,True,44,False
9748,9748,315000,3.0,1.0,3,2.0,53,4,False,False,False,True,21,False
