,Unnamed: 0,annual_income,income_category,education_category,living_place,family_size,age,working_years,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
13181,13181,157500,3.0,1.0,3,4.0,33,3,False,True,False,False,9,False
11112,11112,382500,0.0,3.0,3,2.0,59,3,False,False,True,False,21,False
15601,15601,121500,1.0,1.0,3,1.0,53,4,False,False,False,True,4,False
14742,14742,135000,2.0,3.0,3,2.0,63,-24,False,False,False,False,32,False
24221,24221,180000,3.0,3.0,3,2.0,49,9,True,False,True,False,37,False
19886,19886,189000,0.0,3.0,3,1.0,56,4,False,False,False,False,9,False
29032,29032,180000,0.0,3.0,3,3.0,28,9,True,True,False,True,33,False
3727,3727,135000,3.0,3.0,3,2.0,56,5,True,False,False,True,25,False
1929,1929,157500,0.0,3.0,3,2.0,50,18,True,False,False,False,49,False
29536,29536,292500,0.0,3.0,3,2.0,50,1,False,False,False,True,8,False
4021,4021,225000,3.0,1.0,3,2.0,26,0,False,False,False,False,9,False
2168,2168,202500,3.0,3.0,3,2.0,57,4,False,False,False,False,8,False
4280,4280,270000,2.0,3.0,3,2.0,54,-24,False,False,False,True,5,False
29692,29692,72000,3.0,3.0,5,2.0,25,3,False,False,False,True,7,False
11399,11399,202500,0.0,3.0,3,2.0,50,2,False,False,False,True,8,False
23427,23427,67500,2.0,3.0,3,2.0,62,-24,False,False,False,False,39,False
3705,3705,180000,3.0,3.0,3,2.0,56,1,False,False,False,False,51,False
21645,21645,202500,2.0,3.0,3,2.0,60,-24,False,False,False,False,5,False
17232,17232,247500,3.0,3.0,3,2.0,49,1,False,False,True,True,35,False
11071,11071,202500,3.0,3.0,3,2.0,44,7,True,False,False,False,16,False
15147,15147,225000,3.0,3.0,3,1.0,57,2,False,False,False,False,34,False
24257,24257,45000,2.0,3.0,3,2.0,62,-24,False,False,False,True,43,False
36402,36402,135000,0.0,3.0,4,2.0,39,7,True,False,False,False,32,False
25283,25283,225000,0.0,1.0,3,2.0,29,4,False,False,True,True,37,False
19214,19214,112500,3.0,3.0,3,3.0,31,2,False,True,True,False,25,False
28585,28585,180000,0.0,1.0,3,1.0,48,10,True,False,False,False,9,False
31721,31721,225000,0.0,1.0,3,2.0,44,8,True,False,True,True,3,False
31357,31357,144000,0.0,3.0,3,2.0,43,5,True,False,False,True,60,False
22446,22446,67500,2.0,3.0,3,2.0,65,-24,False,False,False,False,54,False
34632,34632,135000,0.0,3.0,3,1.0,25,1,False,False,False,False,1,False
27484,27484,171000,0.0,1.0,5,3.0,42,4,False,True,False,False,17,False
11285,11285,76500,0.0,3.0,3,2.0,48,9,True,False,False,True,58,False
35643,35643,292500,2.0,3.0,3,1.0,61,-24,False,False,False,False,57,False
8469,8469,180000,2.0,3.0,3,2.0,63,-24,False,False,False,True,46,False
17245,17245,207000,2.0,3.0,3,1.0,60,-24,False,False,False,True,41,False
22765,22765,112500,0.0,3.0,3,2.0,52,3,False,False,False,False,31,False
21116,21116,337500,0.0,3.0,3,3.0,35,9,True,True,False,True,15,False
34090,34090,126000,0.0,3.0,3,2.0,62,6,True,False,False,True,14,False
20884,20884,225000,3.0,3.0,3,3.0,45,5,True,True,False,True,33,False
14798,14798,180000,0.0,1.0,3,1.0,25,1,False,False,True,False,11,False
10314,10314,176400,3.0,1.0,4,2.0,26,0,False,False,True,True,33,False
8465,8465,202500,0.0,3.0,2,2.0,50,9,True,False,False,False,5,False
1818,1818,675000,3.0,1.0,3,3.0,43,3,False,True,False,True,9,False
32313,32313,180000,3.0,3.0,3,2.0,56,5,True,False,False,True,26,False
8933,8933,90000,0.0,3.0,3,2.0,50,3,False,False,False,False,7,False
32240,32240,180000,0.0,1.0,3,5.0,37,19,True,True,False,False,24,False
7088,7088,207000,2.0,3.0,3,2.0,63,-24,False,False,False,False,5,False
10052,10052,144000,0.0,3.0,3,2.0,45,0,False,False,False,False,59,False
34182,34182,202500,3.0,3.0,3,1.0,31,1,False,False,False,True,3,False
19576,19576,180000,0.0,3.0,3,2.0,41,6,True,False,False,False,47,False
31613,31613,225000,3.0,3.0,3,3.0,30,2,False,True,True,False,24,False
6360,6360,157500,0.0,3.0,3,2.0,42,6,True,False,False,False,28,False
18688,18688,157500,0.0,1.0,3,2.0,46,27,True,False,False,True,24,False
10363,10363,126000,0.0,3.0,3,3.0,31,3,False,True,False,True,20,False
33848,33848,157500,0.0,1.0,3,3.0,26,0,False,True,False,False,56,False
14995,14995,112500,0.0,3.0,5,1.0,25,0,False,False,True,False,4,False
17204,17204,900000,3.0,1.0,3,2.0,41,15,True,False,True,False,6,False
30031,30031,270000,1.0,1.0,3,3.0,28,7,True,True,False,False,32,False
25332,25332,225000,3.0,3.0,3,3.0,37,5,True,True,True,False,18,False
34793,34793,76500,2.0,1.0,3,1.0,64,-24,False,False,False,False,55,False
10387,10387,135000,0.0,3.0,2,3.0,39,18,True,True,False,False,40,False
6873,6873,315000,0.0,3.0,5,2.0,47,6,True,False,True,False,12,False
1443,1443,65250,2.0,3.0,3,1.0,54,-24,False,False,False,True,17,False
27045,27045,193500,3.0,4.0,3,4.0,26,6,True,True,False,True,13,False
30009,30009,99000,1.0,3.0,3,4.0,34,4,False,True,True,False,42,False
32244,32244,67500,2.0,3.0,3,1.0,64,-24,False,False,False,True,22,False
14897,14897,135000,0.0,2.0,3,3.0,43,25,True,True,False,False,43,False
12389,12389,94500,2.0,3.0,5,2.0,55,-24,False,False,False,False,31,False
20711,20711,99000,3.0,3.0,3,1.0,44,1,False,False,False,True,61,False
19032,19032,225000,0.0,1.0,3,2.0,40,8,True,False,False,False,8,False
16061,16061,180000,2.0,3.0,3,1.0,67,-24,False,False,False,True,10,False
20038,20038,112500,0.0,1.0,3,2.0,31,6,True,False,True,True,43,False
14253,14253,208350,2.0,1.0,3,2.0,59,-24,False,False,False,False,10,False
29134,29134,135000,1.0,3.0,3,2.0,44,14,True,True,False,False,51,False
15090,15090,135000,2.0,3.0,3,1.0,65,-24,False,False,False,True,5,False
19781,19781,225000,0.0,3.0,3,2.0,51,8,True,False,False,True,50,False
9318,9318,135000,0.0,1.0,3,2.0,36,7,True,False,True,True,42,False
16687,16687,180000,0.0,1.0,5,2.0,30,4,False,False,True,False,19,False
29888,29888,108000,3.0,1.0,3,3.0,44,1,False,True,False,True,43,False
23685,23685,73350,0.0,3.0,3,4.0,39,19,True,True,False,False,21,False
26138,26138,225000,3.0,1.0,5,3.0,27,1,False,True,False,True,8,False
15612,15612,283500,1.0,3.0,3,2.0,23,3,False,False,False,False,2,False
34847,34847,135000,3.0,3.0,4,1.0,23,2,False,False,False,True,17,False
17614,17614,157500,3.0,3.0,3,2.0,38,8,True,False,False,False,23,False
16446,16446,315000,0.0,2.0,3,2.0,32,5,True,True,True,False,21,False
26290,26290,135000,0.0,3.0,3,2.0,39,9,True,False,True,True,48,False
29050,29050,112500,3.0,3.0,2,1.0,48,15,True,False,False,False,30,False
24302,24302,315000,0.0,3.0,3,2.0,58,14,True,False,True,True,39,False
6450,6450,315000,1.0,3.0,3,3.0,30,6,True,True,False,True,4,False
3321,3321,112500,0.0,3.0,3,2.0,50,1,False,False,True,True,41,False
12064,12064,225000,1.0,1.0,3,2.0,26,6,True,False,False,False,24,False
23443,23443,126000,2.0,3.0,3,2.0,57,-24,False,False,False,False,20,False
14551,14551,135000,0.0,1.0,3,1.0,54,10,True,False,False,False,6,False
35102,35102,112500,0.0,3.0,3,2.0,43,9,True,False,False,False,7,False
11334,11334,135000,0.0,3.0,3,1.0,46,1,False,False,False,False,9,False
14720,14720,112500,0.0,2.0,3,2.0,25,4,False,False,False,False,40,False
27865,27865,112500,2.0,3.0,3,2.0,57,-24,False,False,False,False,17,False
20284,20284,292500,1.0,3.0,5,4.0,42,16,True,True,False,True,25,False
28252,28252,180000,0.0,1.0,3,4.0,31,1,False,True,False,True,46,False
8036,8036,90000,3.0,3.0,3,1.0,54,8,True,False,False,True,18,False
9966,9966,202500,3.0,3.0,2,2.0,39,2,False,False,False,False,7,False
1981,1981,270000,0.0,3.0,3,2.0,46,0,False,False,False,False,60,False
19962,19962,56250,2.0,3.0,3,2.0,65,-24,False,False,False,True,5,False
20948,20948,157500,3.0,3.0,3,2.0,52,13,True,False,False,False,48,False
28361,28361,450000,3.0,3.0,3,2.0,64,5,True,False,False,False,7,False
2149,2149,135000,0.0,3.0,5,2.0,35,6,True,False,True,False,9,False
4088,4088,270000,3.0,3.0,3,3.0,41,5,True,True,True,False,41,False
23628,23628,121500,0.0,2.0,3,2.0,38,10,True,False,False,True,19,False
21448,21448,157500,2.0,3.0,3,2.0,57,-24,False,False,False,False,5,False
5976,5976,171000,0.0,3.0,3,2.0,52,4,False,False,False,False,50,False
35188,35188,225000,3.0,1.0,3,4.0,40,0,False,True,True,True,29,False
3707,3707,180000,3.0,3.0,3,2.0,56,1,False,False,False,False,1,False
4035,4035,225000,0.0,3.0,3,3.0,44,7,True,True,False,False,9,False
14471,14471,85500,1.0,3.0,3,2.0,38,6,True,False,False,False,44,False
7849,7849,270000,0.0,3.0,2,2.0,33,8,True,False,False,False,9,False
19100,19100,225000,0.0,1.0,3,4.0,27,7,True,True,False,False,19,False
1893,1893,225000,1.0,1.0,3,3.0,34,6,True,True,True,True,28,False
23974,23974,225000,0.0,3.0,3,2.0,27,3,False,False,False,False,11,False
20229,20229,180000,0.0,3.0,3,3.0,38,2,False,True,False,True,25,False
3128,3128,90000,2.0,3.0,3,2.0,58,-24,False,False,False,False,16,False
19435,19435,112500,0.0,1.0,3,4.0,38,7,True,True,True,False,36,False
22398,22398,247500,0.0,1.0,3,2.0,54,0,False,False,False,True,35,False
35043,35043,126000,2.0,1.0,3,2.0,59,-24,False,False,False,False,10,False
15405,15405,67500,0.0,3.0,4,3.0,39,5,True,True,False,True,38,False
7336,7336,292500,0.0,1.0,3,2.0,57,13,True,False,False,False,31,False
30338,30338,202500,3.0,3.0,3,3.0,40,0,False,True,False,True,25,False
7118,7118,157500,0.0,3.0,3,1.0,36,1,False,False,False,True,5,False
28651,28651,225000,0.0,3.0,2,3.0,33,1,False,True,False,True,12,False
4253,4253,270000,3.0,1.0,3,4.0,37,1,False,True,True,True,15,False
31053,31053,157500,0.0,3.0,3,2.0,42,10,True,False,False,False,34,False
2580,2580,225000,3.0,3.0,3,2.0,32,4,False,True,False,True,18,False
15478,15478,180000,3.0,1.0,3,1.0,33,4,False,False,False,False,38,False
22608,22608,198000,3.0,1.0,3,3.0,44,11,True,True,True,True,12,False
34351,34351,270000,0.0,1.0,3,3.0,56,0,False,True,True,False,29,False
8556,8556,337500,3.0,1.0,3,2.0,39,1,False,True,False,False,41,False
25587,25587,112500,0.0,3.0,5,1.0,28,2,False,False,False,True,8,False
8220,8220,180000,2.0,3.0,3,2.0,48,-24,False,False,False,False,3,False
14228,14228,108000,0.0,3.0,3,2.0,55,32,True,False,True,True,6,False
25840,25840,135000,3.0,3.0,3,3.0,30,2,False,True,True,False,48,False
744,744,99000,0.0,3.0,3,2.0,40,12,True,False,False,True,16,False
25351,25351,225000,0.0,1.0,3,2.0,53,5,True,False,False,True,8,False
22689,22689,117000,0.0,3.0,3,2.0,56,6,True,False,False,False,52,False
7224,7224,247500,0.0,3.0,3,2.0,59,7,True,False,True,False,10,False
11108,11108,157500,2.0,3.0,3,1.0,66,-24,False,False,False,False,53,False
35608,35608,157500,3.0,1.0,4,2.0,28,6,True,False,False,False,19,False
6704,6704,315000,3.0,1.0,3,2.0,59,2,False,False,True,False,28,False
26009,26009,103500,0.0,3.0,3,2.0,54,1,False,False,False,True,9,False
32307,32307,180000,3.0,3.0,3,2.0,56,5,True,False,False,True,20,False
31647,31647,180000,3.0,3.0,3,2.0,28,6,True,False,False,True,35,False
24953,24953,166500,0.0,1.0,3,2.0,28,0,False,False,False,False,55,False
3994,3994,112500,0.0,3.0,3,2.0,49,7,True,False,False,True,47,False
27309,27309,112500,0.0,3.0,3,4.0,35,0,False,True,False,True,10,False
35379,35379,180000,0.0,1.0,3,2.0,51,16,True,True,True,False,17,False
12964,12964,90000,2.0,3.0,3,2.0,59,-24,False,False,True,False,13,False
32139,32139,90000,0.0,2.0,3,2.0,52,8,True,False,True,True,3,False
32927,32927,108000,0.0,3.0,3,2.0,43,20,True,False,False,True,25,False
15768,15768,360000,0.0,3.0,3,2.0,50,4,False,False,True,False,38,False
14675,14675,112500,0.0,3.0,3,1.0,51,12,True,False,True,True,16,False
17025,17025,202500,0.0,3.0,3,2.0,40,3,False,False,True,False,9,False
22342,22342,90000,2.0,3.0,3,1.0,60,-24,False,False,False,False,27,False
35664,35664,405000,0.0,3.0,3,5.0,38,10,True,True,True,False,47,False
12438,12438,135000,0.0,1.0,3,2.0,35,9,True,False,True,True,31,False
30796,30796,180000,0.0,4.0,1,2.0,44,11,True,False,False,True,18,False
34012,34012,157500,2.0,3.0,3,2.0,56,-24,False,False,False,True,7,False
7599,7599,616500,3.0,1.0,3,3.0,36,11,True,True,False,False,7,False
32995,32995,184500,3.0,3.0,3,2.0,36,7,True,False,False,False,39,False
6621,6621,270000,0.0,1.0,3,2.0,33,2,False,False,False,False,60,False
23192,23192,189000,3.0,3.0,3,2.0,57,0,False,False,False,False,22,False
26502,26502,315000,0.0,1.0,3,2.0,50,7,True,False,True,False,32,False
21306,21306,675000,0.0,3.0,3,2.0,45,19,True,False,False,False,43,False
10430,10430,360000,0.0,3.0,3,4.0,48,3,False,True,False,False,46,False
9127,9127,180000,0.0,1.0,3,1.0,63,5,True,False,False,False,54,False
22516,22516,112500,3.0,1.0,5,2.0,54,4,False,False,False,False,51,False
12552,12552,252000,1.0,1.0,3,1.0,45,22,True,False,False,False,33,False
32430,32430,180000,0.0,3.0,5,2.0,33,0,False,False,False,True,18,False
28902,28902,292500,3.0,3.0,3,3.0,44,3,False,True,False,False,53,False
28831,28831,135000,3.0,3.0,2,1.0,52,1,False,False,False,False,16,False
13016,13016,247500,3.0,3.0,3,2.0,49,6,True,False,True,False,13,False
6151,6151,90000,2.0,3.0,3,2.0,63,-24,False,False,False,False,28,False
27904,27904,81000,0.0,3.0,5,3.0,35,9,True,True,False,True,41,False
4929,4929,112500,0.0,3.0,3,2.0,46,1,False,False,False,True,49,False
32318,32318,225000,0.0,1.0,3,3.0,35,16,True,True,False,True,23,False
33349,33349,117000,3.0,3.0,3,3.0,46,14,True,True,False,False,61,False
7242,7242,99000,2.0,3.0,3,2.0,61,-24,False,False,False,False,1,False
30825,30825,202500,0.0,3.0,3,4.0,43,10,True,True,False,False,42,False
15157,15157,112500,0.0,2.0,4,1.0,22,4,False,False,False,False,28,False
4547,4547,270000,3.0,3.0,3,1.0,62,7,True,False,False,False,18,False
21625,21625,202500,3.0,1.0,3,3.0,48,10,True,True,False,True,15,False
22310,22310,247500,0.0,3.0,3,2.0,47,6,True,False,False,False,49,False
33150,33150,157500,1.0,3.0,3,2.0,43,4,False,False,True,False,33,False
3885,3885,67500,3.0,3.0,3,3.0,30,2,False,True,False,True,14,False
31139,31139,135000,0.0,3.0,3,2.0,56,20,True,False,False,True,29,False
33557,33557,202500,0.0,3.0,3,1.0,56,35,True,False,False,True,25,False
32382,32382,103500,2.0,3.0,3,2.0,55,-24,False,False,False,False,55,False
20707,20707,157500,0.0,1.0,5,2.0,29,3,False,True,False,True,26,False
5168,5168,130500,0.0,3.0,3,2.0,37,15,True,False,False,False,56,False
15918,15918,216000,0.0,1.0,3,2.0,28,4,False,True,False,True,32,False
5893,5893,360000,3.0,3.0,3,2.0,34,11,True,False,False,False,51,False
10344,10344,261000,0.0,2.0,3,2.0,43,4,False,False,True,True,54,False
514,514,90000,1.0,3.0,3,2.0,25,4,False,False,False,True,5,False
33656,33656,180000,3.0,2.0,3,2.0,30,6,True,False,False,False,49,False
34876,34876,180000,3.0,3.0,2,3.0,34,6,True,True,False,False,46,False
22288,22288,243000,0.0,3.0,3,1.0,40,5,True,False,True,False,40,False
23451,23451,126000,2.0,3.0,3,2.0,57,-24,False,False,False,False,11,False
31421,31421,135000,2.0,4.0,3,2.0,53,-24,False,False,False,True,59,False
32984,32984,180000,3.0,3.0,3,2.0,31,3,False,True,True,False,42,False
13999,13999,292500,2.0,3.0,3,2.0,57,-24,False,False,False,False,29,False
21847,21847,67500,0.0,3.0,3,2.0,30,5,True,True,False,True,19,False
18035,18035,216000,0.0,3.0,3,2.0,58,9,True,False,True,False,39,False
16378,16378,135000,3.0,3.0,3,2.0,45,1,False,False,False,False,34,False
23382,23382,135000,0.0,3.0,3,2.0,30,5,True,False,False,False,35,False
8801,8801,225000,0.0,1.0,3,3.0,28,2,False,True,False,True,48,False
31006,31006,180000,0.0,1.0,3,2.0,28,8,True,False,False,True,39,False
18337,18337,337500,0.0,1.0,5,2.0,29,3,False,False,True,False,4,False
292,292,180000,0.0,3.0,3,2.0,53,7,True,False,False,False,28,False
13070,13070,180000,0.0,3.0,3,4.0,42,9,True,True,True,False,21,False
9576,9576,99000,1.0,3.0,3,2.0,53,1,False,False,False,True,4,False
30982,30982,157500,0.0,1.0,3,3.0,33,1,False,True,False,True,16,False
9957,9957,157500,1.0,3.0,3,1.0,36,2,False,False,False,False,27,False
1013,1013,225000,3.0,3.0,3,2.0,28,4,False,False,False,False,6,False
6363,6363,225000,1.0,3.0,3,2.0,41,23,True,False,False,False,22,False
30643,30643,135000,3.0,3.0,3,2.0,36,10,True,False,False,False,56,False
15929,15929,99000,0.0,1.0,3,3.0,45,24,True,True,False,True,19,False
15439,15439,135000,2.0,3.0,3,1.0,66,-24,False,False,False,False,50,False
8608,8608,225000,2.0,3.0,3,2.0,56,-24,False,False,False,False,21,False
36061,36061,180000,3.0,3.0,3,2.0,31,3,False,False,False,False,6,False
18022,18022,157500,2.0,3.0,3,2.0,62,-24,False,False,True,False,42,False
24212,24212,94500,2.0,1.0,3,1.0,61,-24,False,False,False,False,35,False
27274,27274,225000,0.0,3.0,3,2.0,52,13,True,False,False,True,49,False
29484,29484,162000,3.0,2.0,3,4.0,26,2,False,True,False,True,45,False
28754,28754,157500,0.0,1.0,3,2.0,28,6,True,False,True,False,35,False
15263,15263,135000,0.0,3.0,2,1.0,33,4,False,False,False,False,22,False
34145,34145,315000,1.0,1.0,2,3.0,24,2,False,True,False,False,25,False
31942,31942,180000,0.0,3.0,3,2.0,52,4,False,False,True,True,35,False
36235,36235,292500,3.0,1.0,3,1.0,38,10,True,False,False,True,26,False
492,492,90000,0.0,3.0,3,1.0,52,1,False,False,False,True,5,False
13066,13066,112500,2.0,3.0,3,1.0,62,-24,False,False,False,True,42,False
26006,26006,112500,3.0,3.0,3,2.0,53,15,True,False,False,True,28,False
32299,32299,202500,1.0,3.0,3,3.0,35,4,False,True,False,True,30,False
30139,30139,337500,1.0,1.0,3,3.0,35,9,True,True,False,False,35,False
8724,8724,202500,0.0,3.0,3,2.0,54,0,False,False,True,True,10,False
4264,4264,202500,0.0,3.0,3,1.0,44,7,True,False,False,True,48,False
17732,17732,112500,1.0,3.0,3,3.0,38,0,False,True,False,False,21,False
35749,35749,270000,0.0,3.0,3,3.0,40,1,False,True,False,False,38,False
3982,3982,121500,0.0,3.0,3,3.0,47,9,True,True,False,True,36,False
12000,12000,90000,0.0,3.0,3,1.0,46,25,True,False,False,False,39,False
835,835,360000,3.0,3.0,5,1.0,28,1,False,False,False,True,42,False
8657,8657,202500,3.0,3.0,3,3.0,33,8,True,True,False,False,34,False
7595,7595,616500,3.0,1.0,3,3.0,36,11,True,True,False,False,60,False
4221,4221,112500,0.0,3.0,3,1.0,47,1,False,False,False,False,24,False
5185,5185,130500,0.0,3.0,3,2.0,37,15,True,False,False,False,5,False
30219,30219,247500,2.0,3.0,3,1.0,61,-24,False,False,False,False,54,False
25150,25150,90000,2.0,3.0,3,3.0,27,-24,False,True,False,False,8,False
11816,11816,405000,0.0,1.0,3,3.0,28,5,True,True,True,False,26,False
4964,4964,171000,0.0,3.0,3,2.0,51,20,True,False,False,True,45,False
28507,28507,126000,0.0,3.0,3,4.0,45,9,True,True,True,True,24,False
6146,6146,90000,2.0,3.0,3,2.0,63,-24,False,False,False,False,26,False
25491,25491,450000,3.0,1.0,3,4.0,33,5,True,True,False,True,35,False
28369,28369,450000,3.0,3.0,3,2.0,64,5,True,False,False,False,31,False
4600,4600,270000,0.0,3.0,3,3.0,31,11,True,True,False,False,54,False
29687,29687,90000,0.0,3.0,3,1.0,22,3,False,False,False,True,18,False
32086,32086,90000,3.0,3.0,3,2.0,53,7,True,False,False,False,28,False
22395,22395,103500,0.0,3.0,3,5.0,29,4,False,True,False,False,5,False
27228,27228,360000,3.0,1.0,3,2.0,32,3,False,False,False,False,10,False
3280,3280,225000,0.0,1.0,3,1.0,33,7,True,False,False,True,8,False
24316,24316,90000,0.0,1.0,3,1.0,31,7,True,False,False,False,3,False
28665,28665,90000,2.0,3.0,3,2.0,58,-24,False,False,False,False,2,False
17748,17748,90000,3.0,3.0,3,4.0,52,7,True,True,False,False,24,False
31695,31695,112500,0.0,3.0,3,4.0,40,3,False,True,False,True,4,False
20048,20048,270000,0.0,1.0,3,2.0,56,17,True,False,True,True,25,False
2513,2513,103500,0.0,3.0,3,3.0,32,3,False,True,False,False,11,False
4689,4689,180000,2.0,3.0,2,1.0,62,-24,False,False,False,True,16,False
31398,31398,175500,2.0,3.0,3,2.0,56,-24,False,False,False,False,33,False
29355,29355,108000,3.0,3.0,3,2.0,51,3,False,False,False,True,12,False
20504,20504,562500,0.0,1.0,3,2.0,40,7,True,False,False,True,12,False
1474,1474,112500,0.0,3.0,3,3.0,24,1,False,True,False,True,30,False
12126,12126,180000,1.0,3.0,3,1.0,28,5,True,False,False,False,52,False
22781,22781,90000,3.0,3.0,3,1.0,50,3,False,False,False,False,10,False
34707,34707,31500,2.0,3.0,3,2.0,61,-24,False,False,False,False,2,False
35636,35636,292500,2.0,3.0,3,1.0,61,-24,False,False,False,False,42,False
12514,12514,270000,0.0,3.0,3,3.0,33,0,False,True,True,False,6,False
11129,11129,225000,0.0,3.0,3,2.0,29,1,False,False,True,False,7,False
3711,3711,180000,3.0,3.0,3,2.0,56,1,False,False,False,False,9,False
12142,12142,270000,0.0,1.0,3,4.0,36,1,False,True,False,True,30,False
35138,35138,112500,0.0,3.0,3,2.0,32,3,False,False,True,True,20,False
11309,11309,81000,2.0,3.0,3,2.0,55,-24,False,False,False,True,6,False
22589,22589,135000,0.0,3.0,2,2.0,45,25,True,True,False,False,21,False
25780,25780,135000,0.0,3.0,3,2.0,27,5,True,False,True,False,53,False
34330,34330,135000,0.0,3.0,3,4.0,35,12,True,True,False,False,50,False
28052,28052,76500,0.0,3.0,3,2.0,49,6,True,False,True,True,4,False
33754,33754,49500,2.0,1.0,2,2.0,57,-24,False,False,False,False,4,False
32888,32888,90000,3.0,3.0,3,3.0,40,0,False,True,True,True,42,False
3504,3504,315000,3.0,1.0,3,3.0,31,4,False,True,True,True,28,False
30479,30479,225000,3.0,3.0,3,3.0,38,10,True,True,False,False,9,False
29101,29101,202500,0.0,3.0,3,4.0,36,3,False,True,True,False,52,False
13866,13866,180000,2.0,1.0,3,2.0,53,-24,False,False,False,False,39,False
15039,15039,279000,2.0,3.0,3,2.0,58,-24,False,False,True,False,7,False
31384,31384,33300,2.0,3.0,1,2.0,53,-24,False,False,False,False,27,False
30357,30357,180000,0.0,3.0,2,3.0,39,11,True,True,False,True,29,False
12413,12413,121500,2.0,3.0,3,1.0,63,-24,False,False,False,False,31,False
15651,15651,67500,1.0,3.0,3,2.0,54,31,True,False,False,False,45,False
18382,18382,202500,0.0,3.0,3,1.0,26,8,True,False,False,False,7,False
22934,22934,90000,0.0,1.0,3,1.0,58,12,True,False,False,False,46,False
24608,24608,157500,0.0,1.0,3,4.0,35,4,False,True,True,False,26,False
7580,7580,135000,0.0,3.0,3,2.0,59,8,True,False,False,True,26,False
27493,27493,112500,2.0,1.0,3,2.0,46,-24,False,False,False,False,19,False
18029,18029,216000,0.0,3.0,3,2.0,58,9,True,False,True,False,53,False
4275,4275,540000,3.0,1.0,3,2.0,43,0,False,False,True,True,57,False
27223,27223,157500,1.0,1.0,3,2.0,55,0,False,False,False,True,9,False
11063,11063,180000,0.0,4.0,3,3.0,28,4,False,True,False,True,39,False
12781,12781,148500,0.0,3.0,3,2.0,33,5,True,False,False,True,40,False
21386,21386,135000,0.0,3.0,3,2.0,39,3,False,True,False,True,20,False
20615,20615,180000,0.0,3.0,3,2.0,50,15,True,False,False,True,16,False
10254,10254,202500,3.0,1.0,3,2.0,38,5,True,True,True,False,48,False
312,312,229500,0.0,2.0,0,2.0,50,3,False,False,False,False,32,False
22726,22726,360000,2.0,3.0,3,2.0,62,-24,False,False,False,False,36,False
2510,2510,103500,0.0,3.0,3,3.0,32,3,False,True,False,False,43,False
158,158,112500,1.0,3.0,3,2.0,57,6,True,False,True,True,59,False
31979,31979,292500,0.0,1.0,3,2.0,37,3,False,False,False,True,36,False
35994,35994,157500,0.0,3.0,3,1.0,48,12,True,False,False,False,6,False
29213,29213,225000,0.0,3.0,3,1.0,45,0,False,False,False,False,60,False
8787,8787,135000,3.0,3.0,3,1.0,36,1,False,False,False,False,54,False
6993,6993,90000,0.0,3.0,2,4.0,40,2,False,True,False,True,14,False
32008,32008,67500,2.0,3.0,3,1.0,61,-24,False,False,False,True,39,False
36184,36184,135000,2.0,3.0,3,2.0,62,-24,False,False,False,True,20,False
33332,33332,315000,0.0,2.0,3,2.0,29,3,False,False,True,False,33,False
4419,4419,360000,0.0,1.0,3,1.0,40,5,True,False,True,False,35,False
21187,21187,135000,0.0,3.0,3,2.0,59,2,False,False,True,True,21,False
22167,22167,225000,0.0,3.0,5,4.0,33,6,True,True,False,False,14,False
35807,35807,121500,0.0,3.0,3,4.0,39,1,False,True,True,False,29,False
24694,24694,180000,0.0,3.0,3,2.0,52,31,True,False,False,False,33,False
19495,19495,126000,0.0,3.0,3,2.0,40,7,True,False,True,False,23,False
16657,16657,270000,0.0,3.0,3,1.0,37,4,False,False,True,False,27,False
18111,18111,202500,0.0,3.0,3,3.0,24,4,False,True,True,False,35,False
27893,27893,225000,3.0,3.0,3,4.0,44,3,False,True,True,False,4,False
33598,33598,184500,0.0,1.0,3,4.0,34,2,False,True,False,True,31,False
8833,8833,337500,3.0,3.0,3,2.0,35,12,True,True,False,True,15,False
18943,18943,225000,0.0,3.0,3,3.0,39,4,False,True,True,False,29,False
4915,4915,279000,3.0,3.0,3,2.0,54,6,True,False,False,True,15,False
15865,15865,270000,0.0,3.0,3,1.0,26,3,False,False,True,False,21,False
34188,34188,90000,2.0,3.0,3,1.0,63,-24,False,False,False,True,36,False
29379,29379,144000,0.0,3.0,4,2.0,39,9,True,True,False,True,52,False
25562,25562,81000,0.0,3.0,3,2.0,37,3,False,False,True,False,20,False
20099,20099,360000,0.0,1.0,3,2.0,31,5,True,False,True,False,61,False
29686,29686,90000,0.0,3.0,3,1.0,22,3,False,False,False,True,9,False
25655,25655,324000,3.0,3.0,2,3.0,31,6,True,True,True,True,28,False
3473,3473,112500,2.0,3.0,3,1.0,57,-24,False,False,False,False,53,False
9239,9239,225000,3.0,2.0,3,2.0,23,0,False,False,False,True,7,False
33402,33402,157500,0.0,3.0,2,2.0,49,6,True,False,False,False,58,False
21323,21323,202500,3.0,1.0,3,2.0,48,15,True,False,False,True,58,False
14657,14657,180000,1.0,1.0,3,3.0,30,9,True,True,False,True,58,False
1479,1479,270000,0.0,3.0,3,4.0,36,11,True,True,True,False,15,False
221,221,315000,0.0,3.0,3,2.0,28,5,True,False,True,False,5,False
1551,1551,157500,0.0,3.0,3,2.0,32,13,True,False,False,True,47,False
26809,26809,247500,0.0,3.0,5,1.0,32,0,False,False,True,False,59,False
