,annual_income,education_category,living_place,family_size,age,working_years,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
30496,135000,4.0,3,2.0,44,1,False,False,True,True,50,False
27138,292500,3.0,3,2.0,33,12,True,False,False,True,51,False
13073,247500,3.0,3,3.0,40,0,False,True,False,False,19,False
27724,157500,1.0,0,2.0,60,0,False,False,True,True,43,False
5202,81000,3.0,3,2.0,54,14,True,False,False,True,34,False
25758,112500,3.0,3,1.0,43,3,False,False,False,False,4,False
93,297000,3.0,4,1.0,42,8,True,False,False,False,22,False
25857,157500,3.0,3,7.0,35,9,True,True,False,False,12,False
14572,270000,1.0,3,2.0,29,6,True,False,False,True,3,False
11070,202500,3.0,3,2.0,44,7,True,False,False,False,16,False
23408,128542,1.0,4,1.0,25,1,False,False,False,True,18,False
8383,247500,3.0,3,2.0,43,5,True,False,True,True,18,False
22387,157500,3.0,3,3.0,29,9,True,True,False,False,28,False
27031,270000,1.0,3,3.0,47,3,False,True,True,False,26,False
4919,117000,3.0,3,2.0,42,6,True,False,False,False,54,False
26884,135000,3.0,3,4.0,31,12,True,True,False,False,13,False
8886,112500,3.0,3,3.0,37,14,True,True,False,False,28,False
22799,81000,1.0,3,4.0,33,4,False,True,False,False,17,False
32546,225000,1.0,3,3.0,28,4,False,True,False,False,3,False
35855,252000,1.0,3,2.0,43,6,True,True,False,True,20,False
4858,292500,3.0,3,1.0,42,24,True,False,False,False,16,False
35284,112500,3.0,3,2.0,41,8,True,False,False,False,55,False
12000,90000,3.0,3,1.0,46,25,True,False,False,False,39,False
29276,193500,3.0,3,1.0,49,4,False,False,True,False,2,False
20752,67500,3.0,3,2.0,42,0,False,False,False,False,28,False
22066,112500,3.0,3,2.0,34,0,False,False,True,True,6,False
14362,202500,3.0,3,1.0,27,1,False,False,True,False,21,False
17370,202500,3.0,3,1.0,63,14,True,False,False,False,10,False
13079,112500,3.0,3,1.0,25,5,True,False,True,False,26,False
28482,292500,3.0,3,4.0,38,8,True,True,True,False,35,False
568,180000,2.0,3,4.0,34,5,True,True,False,True,33,False
17092,193500,3.0,3,2.0,49,0,False,False,False,False,8,False
13377,180000,2.0,3,1.0,29,4,False,False,True,False,26,False
20712,99000,3.0,3,1.0,44,1,False,False,False,True,18,False
13329,135000,1.0,3,3.0,27,2,False,True,False,False,43,False
11403,202500,3.0,2,4.0,31,12,True,True,False,False,48,False
12127,180000,3.0,3,1.0,28,5,True,False,False,False,39,False
14337,288000,3.0,3,1.0,44,0,False,False,False,True,18,False
19273,135000,2.0,3,3.0,31,13,True,True,True,True,39,False
7136,63000,1.0,3,2.0,40,5,True,False,False,False,12,False
1587,99000,3.0,2,3.0,30,7,True,True,False,False,15,False
29529,135000,1.0,5,3.0,29,6,True,True,False,False,20,False
21478,270000,3.0,2,2.0,32,6,True,False,False,True,9,False
22688,117000,3.0,3,2.0,56,6,True,False,False,False,56,False
28601,81000,3.0,3,2.0,47,8,True,False,False,True,49,False
3158,90000,3.0,5,4.0,37,1,False,True,False,True,10,False
4847,135000,3.0,3,2.0,37,4,False,False,False,True,9,False
10344,261000,2.0,3,2.0,43,4,False,False,True,True,54,False
1731,256500,1.0,3,2.0,30,7,True,False,False,True,39,False
4709,225000,1.0,3,1.0,38,18,True,False,False,False,14,False
23682,73350,3.0,3,4.0,39,19,True,True,False,False,48,False
550,270000,3.0,3,2.0,32,3,False,False,False,True,52,False
1743,270000,2.0,3,3.0,41,9,True,True,False,False,26,False
18931,180000,3.0,3,2.0,38,0,False,False,True,True,39,False
18062,247500,2.0,3,2.0,25,1,False,False,False,False,6,False
7951,117000,3.0,3,4.0,36,13,True,True,True,False,29,False
3210,202500,3.0,3,2.0,47,4,False,False,True,False,37,False
1955,180000,1.0,3,3.0,32,0,False,True,True,True,8,False
9906,157500,1.0,3,4.0,39,14,True,True,False,False,28,False
7255,211500,3.0,3,3.0,34,2,False,True,False,True,13,False
21711,112500,3.0,3,2.0,23,3,False,False,True,True,10,False
25925,225000,3.0,2,2.0,33,1,False,False,False,False,36,False
32955,166500,1.0,3,3.0,39,15,True,True,False,False,31,False
13249,360000,1.0,3,2.0,55,4,False,False,False,True,37,False
24754,81000,3.0,3,3.0,41,5,True,True,False,True,3,False
7439,135000,3.0,3,2.0,45,22,True,False,True,False,7,False
33687,247500,3.0,3,1.0,27,3,False,False,False,True,16,False
7651,121500,3.0,3,2.0,35,1,False,False,False,True,28,False
1037,315000,3.0,3,2.0,38,2,False,False,True,False,30,False
32832,225000,3.0,5,2.0,44,1,False,False,False,False,61,False
33284,112500,3.0,5,2.0,23,1,False,False,False,True,11,False
12592,112500,3.0,3,2.0,34,8,True,False,True,True,3,False
34278,90000,3.0,3,2.0,31,9,True,False,False,True,29,False
5,270000,3.0,3,1.0,52,8,True,False,False,True,27,False
17779,121500,3.0,3,2.0,53,1,False,False,False,True,28,False
21451,315000,1.0,3,2.0,54,11,True,False,False,False,20,False
9539,112500,3.0,2,2.0,47,2,False,False,False,True,26,False
28751,157500,3.0,3,3.0,37,9,True,True,True,False,39,False
6611,180000,3.0,5,3.0,22,3,False,True,False,True,17,False
15396,310500,3.0,3,2.0,46,4,False,False,True,True,52,False
8700,112500,3.0,3,2.0,43,8,True,False,True,True,38,False
16644,270000,3.0,3,1.0,37,4,False,False,True,False,15,False
18531,315000,3.0,3,3.0,44,11,True,True,False,True,49,False
6461,135000,3.0,3,1.0,44,3,False,False,False,False,14,False
15979,270000,3.0,5,4.0,36,6,True,True,False,False,22,False
2852,225000,1.0,3,1.0,59,32,True,False,False,True,34,False
9018,94500,1.0,3,1.0,39,17,True,False,False,True,55,False
17162,225000,3.0,3,3.0,51,2,False,True,True,False,9,False
8211,292500,1.0,3,3.0,32,2,False,True,True,True,41,False
4456,135000,3.0,3,4.0,27,6,True,True,False,False,61,False
15063,135000,3.0,3,2.0,48,5,True,False,True,True,42,False
21399,90000,3.0,3,2.0,51,8,True,False,False,True,3,False
29499,90000,2.0,3,2.0,31,2,False,False,False,False,56,False
2853,225000,1.0,3,1.0,59,32,True,False,False,True,21,False
24758,81000,3.0,3,3.0,41,5,True,True,False,True,31,False
22717,360000,3.0,3,2.0,42,15,True,False,False,True,59,False
12970,202500,3.0,3,2.0,42,6,True,False,True,True,8,False
25612,202500,1.0,0,1.0,33,6,True,False,False,False,16,False
12800,193500,3.0,1,2.0,60,27,True,False,False,False,17,False
4072,292500,1.0,3,2.0,45,4,False,False,True,False,15,False
23994,189000,3.0,3,2.0,44,1,False,False,False,False,60,False
27899,81000,3.0,5,3.0,35,9,True,True,False,True,33,False
2320,135000,1.0,3,1.0,36,4,False,False,False,False,8,False
3599,225000,3.0,3,3.0,28,5,True,True,False,False,56,False
1239,90000,3.0,3,1.0,33,5,True,False,False,True,24,False
16455,76500,3.0,3,2.0,33,6,True,False,True,True,7,False
29889,157500,3.0,3,5.0,37,4,False,True,False,True,37,False
32566,166500,2.0,3,1.0,28,5,True,False,False,True,14,False
20225,135000,3.0,3,1.0,50,6,True,False,False,True,6,False
5469,99000,3.0,3,1.0,49,24,True,False,False,False,31,False
9750,315000,1.0,3,2.0,53,4,False,False,False,True,19,False
1606,135000,1.0,3,3.0,37,1,False,True,False,False,3,False
6043,67500,3.0,3,2.0,27,5,True,False,False,False,46,False
30274,130500,3.0,3,4.0,31,7,True,True,True,True,58,False
2856,202500,3.0,3,2.0,23,0,False,False,True,True,21,False
29719,225000,3.0,3,3.0,37,1,False,True,False,True,7,False
34309,81000,3.0,3,2.0,50,6,True,False,True,False,50,False
3963,180000,1.0,3,2.0,51,3,False,False,False,False,46,False
18846,157500,3.0,3,1.0,39,2,False,False,False,False,8,False
10052,144000,3.0,3,2.0,45,0,False,False,False,False,59,False
27277,225000,3.0,3,2.0,52,13,True,False,False,True,32,False
25582,247500,1.0,3,2.0,44,13,True,False,True,True,8,False
16995,112500,3.0,3,2.0,44,4,False,False,False,False,15,False
14807,247500,3.0,3,2.0,54,7,True,False,True,True,45,False
13767,112500,3.0,3,2.0,38,20,True,False,False,True,3,False
9695,90000,3.0,3,2.0,31,4,False,False,False,True,19,False
1608,135000,1.0,3,3.0,37,1,False,True,False,False,10,False
11965,225000,1.0,3,4.0,45,8,True,True,False,True,6,False
23544,202500,1.0,3,2.0,41,14,True,False,False,True,50,False
18998,162000,1.0,2,3.0,30,2,False,True,False,False,42,False
35769,202500,3.0,2,2.0,33,12,True,False,False,False,29,False
12940,270000,3.0,3,4.0,39,0,False,True,True,True,15,False
12862,126000,3.0,3,3.0,33,2,False,True,False,False,55,False
16580,225000,3.0,3,2.0,27,5,True,False,True,True,61,False
15348,315000,3.0,2,2.0,51,5,True,True,False,True,27,False
14771,261000,1.0,3,3.0,41,4,False,True,True,False,31,False
985,90000,3.0,3,2.0,50,8,True,False,False,True,29,False
16048,207000,3.0,3,4.0,35,4,False,True,False,False,56,False
4135,135000,3.0,2,3.0,32,3,False,True,False,True,12,False
6314,225000,1.0,3,4.0,36,2,False,True,True,False,34,False
21011,225000,2.0,3,2.0,33,4,False,False,True,False,28,False
2362,157500,3.0,3,4.0,41,18,True,True,True,False,46,False
140,135000,3.0,3,2.0,48,4,False,False,True,False,52,False
20597,315000,1.0,0,2.0,35,6,True,False,False,True,34,False
15414,112500,1.0,3,2.0,34,10,True,False,False,True,8,False
12542,180000,3.0,3,4.0,28,1,False,True,False,True,22,False
6460,135000,3.0,3,1.0,44,3,False,False,False,False,9,False
3311,202500,2.0,3,1.0,38,3,False,False,False,True,14,False
23696,234000,3.0,3,2.0,44,12,True,False,False,True,43,False
6451,315000,3.0,3,3.0,30,6,True,True,False,True,3,False
22581,247500,3.0,3,4.0,47,1,False,True,True,False,12,False
22369,54000,3.0,3,5.0,34,5,True,True,True,False,2,False
4218,180000,1.0,5,2.0,31,2,False,False,False,True,12,False
16921,166500,3.0,3,3.0,33,4,False,True,False,True,35,False
7086,202500,3.0,3,2.0,54,8,True,False,False,False,7,False
32543,180000,3.0,2,2.0,38,7,True,False,False,True,38,False
19376,247500,3.0,3,1.0,55,9,True,False,False,True,7,False
23499,135000,3.0,3,2.0,45,11,True,False,False,False,35,False
33877,180000,1.0,5,2.0,35,15,True,False,False,False,13,False
10078,135000,1.0,3,1.0,24,3,False,False,False,False,31,False
26902,90000,1.0,3,3.0,39,16,True,True,False,True,19,False
21598,126000,3.0,3,3.0,36,4,False,True,False,True,9,False
22578,207000,3.0,5,3.0,41,3,False,True,False,False,60,False
15052,270000,3.0,3,2.0,32,11,True,False,False,False,61,False
13834,90000,3.0,3,5.0,39,1,False,True,False,True,43,False
35876,180000,1.0,3,2.0,60,1,False,False,False,True,19,False
26133,225000,1.0,5,3.0,27,1,False,True,False,True,29,False
28454,135000,3.0,3,4.0,35,0,False,True,False,False,18,False
26654,90000,3.0,3,4.0,32,0,False,True,False,True,43,False
6292,180000,3.0,3,2.0,53,12,True,False,False,True,11,False
17074,157500,3.0,3,1.0,50,1,False,False,False,True,27,False
22620,121500,1.0,3,1.0,30,3,False,False,False,True,1,False
30604,117000,3.0,3,1.0,24,0,False,False,False,True,24,False
21942,270000,3.0,2,3.0,30,4,False,True,False,False,7,False
26261,135000,1.0,3,3.0,36,1,False,True,True,False,25,False
18543,270000,2.0,3,2.0,40,9,True,False,False,False,29,False
4051,135000,3.0,3,3.0,40,6,True,True,False,False,22,False
13343,360000,3.0,3,2.0,40,6,True,False,False,True,30,False
20682,315000,1.0,3,2.0,44,0,False,False,False,True,42,False
9367,270000,3.0,3,2.0,33,4,False,False,True,False,24,False
5379,270000,3.0,3,3.0,45,7,True,True,False,True,2,False
14919,180000,3.0,3,2.0,51,5,True,False,False,False,6,False
832,360000,3.0,5,1.0,28,1,False,False,False,True,38,False
17988,140400,3.0,3,5.0,33,8,True,True,False,False,8,False
11320,225000,1.0,3,2.0,28,2,False,False,True,False,12,False
21345,67500,1.0,3,2.0,33,3,False,False,False,False,57,False
6207,225000,1.0,3,4.0,40,12,True,True,True,False,53,False
20600,315000,1.0,0,2.0,35,6,True,False,False,True,32,False
17378,225000,1.0,3,2.0,42,0,False,True,True,True,18,False
12432,76500,3.0,3,2.0,51,18,True,False,False,False,4,True
25231,153000,3.0,5,3.0,26,4,False,True,False,False,7,False
4610,157500,3.0,3,2.0,54,3,False,False,False,False,39,False
12,135000,3.0,3,2.0,48,3,False,False,True,False,18,False
28881,90000,3.0,3,3.0,29,5,True,True,False,False,15,False
18571,157500,3.0,3,2.0,55,1,False,False,False,False,8,False
8164,202500,3.0,3,2.0,52,24,True,False,False,False,22,False
21046,112500,3.0,3,2.0,50,11,True,False,False,False,52,False
18532,315000,3.0,3,3.0,44,11,True,True,False,True,23,False
20671,112500,3.0,3,2.0,41,4,False,False,False,True,58,False
317,270000,1.0,3,2.0,48,15,True,False,False,True,23,False
35070,139500,3.0,3,1.0,25,2,False,False,False,False,9,False
18084,270000,1.0,3,3.0,40,15,True,True,True,False,24,False
28997,202500,1.0,3,2.0,28,8,True,False,False,True,19,False
4421,180000,2.0,5,2.0,29,0,False,False,True,False,47,False
25436,360000,1.0,3,2.0,48,6,True,False,True,True,7,False
22324,180000,3.0,3,2.0,35,1,False,False,True,False,32,False
25822,90000,3.0,3,1.0,37,2,False,False,False,True,37,False
27992,202500,3.0,3,2.0,62,0,False,False,False,False,50,False
25444,135000,1.0,3,3.0,29,8,True,True,False,False,28,False
769,135000,3.0,3,1.0,38,8,True,False,False,False,5,False
1192,112500,3.0,3,3.0,41,5,True,True,True,False,24,False
22817,144000,3.0,3,2.0,59,8,True,False,False,True,35,False
15832,247500,3.0,2,2.0,55,2,False,False,True,True,17,False
30430,112500,3.0,3,2.0,51,12,True,False,True,False,7,False
18671,315000,1.0,3,2.0,23,3,False,False,True,False,18,False
28984,135000,3.0,3,1.0,46,1,False,False,False,True,48,False
4353,225000,3.0,3,2.0,47,26,True,False,False,False,22,False
23659,225000,3.0,3,2.0,41,10,True,True,False,True,17,False
4339,90000,3.0,3,3.0,35,14,True,True,False,False,9,False
8915,180000,3.0,2,2.0,37,1,False,False,True,True,4,False
25962,292500,3.0,3,5.0,33,1,False,True,False,False,16,False
27859,157500,1.0,3,2.0,25,0,False,False,False,True,3,False
29958,135000,3.0,3,1.0,50,4,False,False,True,False,9,False
2253,270000,3.0,3,3.0,36,3,False,True,True,False,46,False
10947,202500,3.0,3,3.0,31,8,True,True,False,False,44,False
27655,157500,3.0,3,3.0,47,3,False,True,False,True,43,False
8747,202500,1.0,3,2.0,28,4,False,False,True,False,34,False
26839,121500,2.0,3,4.0,31,0,False,True,True,True,33,False
23503,135000,3.0,3,2.0,45,11,True,False,False,False,43,False
28874,211500,3.0,3,2.0,36,14,True,False,True,True,18,False
26229,135000,1.0,3,2.0,35,5,True,False,False,False,7,False
32861,157500,1.0,3,4.0,37,17,True,True,True,True,1,False
10336,225000,3.0,3,2.0,56,15,True,False,False,False,20,False
26449,148500,3.0,3,1.0,54,7,True,False,False,True,42,False
250,157500,3.0,5,4.0,35,11,True,True,True,True,28,False
25014,270000,3.0,3,1.0,50,4,False,False,False,False,48,False
791,202500,3.0,3,3.0,32,8,True,True,False,True,26,False
14297,90000,1.0,3,2.0,35,1,False,False,False,True,3,False
20153,99000,3.0,3,2.0,53,7,True,False,False,True,19,False
14245,216000,3.0,3,2.0,49,17,True,False,False,True,32,False
16686,180000,1.0,5,2.0,30,4,False,False,True,False,58,False
9924,90000,1.0,3,3.0,28,6,True,True,False,False,14,False
23734,180000,3.0,3,3.0,43,5,True,True,False,True,10,False
22428,157500,1.0,3,1.0,27,4,False,False,False,False,17,False
32697,157500,1.0,3,3.0,33,2,False,True,False,True,7,False
22223,252000,3.0,3,2.0,29,2,False,True,True,False,9,False
27008,135000,2.0,3,3.0,26,5,True,True,False,True,5,False
23860,112500,3.0,3,3.0,25,6,True,True,False,False,20,False
25632,112500,3.0,3,2.0,44,3,False,False,True,False,28,False
14050,225000,1.0,3,1.0,27,6,True,False,False,False,10,False
7982,175500,1.0,3,2.0,41,6,True,False,False,True,18,False
18240,225000,3.0,3,2.0,64,13,True,False,False,False,22,False
760,135000,3.0,3,1.0,38,8,True,False,False,False,17,False
30030,270000,1.0,3,3.0,28,7,True,True,False,False,54,False
31410,112500,3.0,3,1.0,58,2,False,False,True,False,10,False
27842,360000,3.0,3,1.0,62,14,True,False,False,False,12,False
22336,90000,3.0,3,3.0,41,2,False,True,False,False,39,False
35192,225000,1.0,3,4.0,40,0,False,True,True,True,31,False
33857,157500,1.0,3,3.0,26,0,False,True,False,False,36,False
19086,162000,1.0,3,1.0,42,9,True,False,True,True,32,False
25627,225000,3.0,3,2.0,39,0,False,False,False,False,30,False
6942,180000,3.0,3,3.0,27,9,True,True,True,True,43,False
19199,157500,1.0,3,2.0,53,1,False,False,False,True,35,False
27624,180000,1.0,3,2.0,41,0,False,False,False,True,7,False
8347,180000,3.0,3,2.0,48,3,False,False,False,False,38,False
15770,360000,3.0,3,2.0,50,4,False,False,True,False,15,False
29164,81000,3.0,3,2.0,41,22,True,False,False,False,18,False
26434,67500,3.0,5,2.0,44,7,True,False,False,True,50,False
10634,180000,3.0,3,1.0,25,3,False,False,False,False,28,False
12812,175500,3.0,3,1.0,51,1,False,False,False,False,41,False
28790,180000,3.0,3,3.0,41,6,True,True,False,False,11,False
24814,135000,3.0,3,3.0,30,0,False,True,False,True,14,False
11165,67500,1.0,3,3.0,30,2,False,True,False,False,11,False
10363,126000,3.0,3,3.0,31,3,False,True,False,True,20,False
33321,157500,1.0,3,2.0,60,20,True,False,False,False,35,False
17260,67500,3.0,3,3.0,45,19,True,True,False,False,10,False
5200,81000,3.0,3,2.0,54,14,True,False,False,True,16,False
11989,121500,3.0,3,2.0,34,3,False,False,False,True,13,False
29947,135000,3.0,3,2.0,34,1,False,False,False,False,12,False
35275,180000,2.0,3,2.0,49,13,True,False,False,False,7,False
2899,180000,3.0,3,2.0,43,11,True,False,False,True,36,False
4533,112500,3.0,3,2.0,38,10,True,False,False,True,20,False
36133,90000,3.0,3,2.0,45,1,False,False,False,False,36,False
10653,202500,1.0,3,2.0,25,0,False,False,False,False,15,False
16491,315000,3.0,3,2.0,52,3,False,False,False,True,61,False
16483,157500,3.0,3,2.0,31,1,False,False,True,False,29,False
25230,315000,3.0,3,3.0,40,2,False,True,True,False,3,False
10611,292500,1.0,3,1.0,28,0,False,False,False,False,45,False
30562,270000,3.0,3,1.0,50,5,True,False,False,True,14,False
25908,135000,1.0,5,3.0,28,1,False,True,False,False,39,False
5806,225000,1.0,5,1.0,29,5,True,False,True,True,56,False
13610,225000,3.0,3,3.0,33,8,True,True,False,False,35,False
21896,202500,3.0,3,2.0,54,6,True,False,True,True,34,False
15682,67500,2.0,3,3.0,35,9,True,True,False,False,17,False
20240,112500,3.0,5,2.0,54,3,False,False,False,True,15,False
27431,135000,4.0,0,2.0,36,1,False,False,False,True,40,False
28688,157500,3.0,3,3.0,38,0,False,True,False,True,8,False
13932,135000,1.0,3,3.0,27,6,True,True,True,False,18,False
3052,247500,1.0,5,2.0,33,6,True,False,False,True,14,False
6179,135000,2.0,3,2.0,27,1,False,True,False,False,49,False
6964,126000,3.0,3,2.0,29,1,False,False,False,False,56,False
1874,225000,1.0,3,1.0,35,11,True,False,False,True,5,False
14630,202500,3.0,3,5.0,36,10,True,True,True,True,57,False
16035,202500,1.0,4,3.0,26,7,True,True,False,False,48,False
1871,225000,1.0,5,1.0,28,4,False,False,False,False,20,False
32513,90000,3.0,3,2.0,42,10,True,False,False,True,7,False
21449,144000,1.0,3,3.0,34,10,True,True,False,True,27,False
15061,157500,2.0,3,1.0,36,5,True,False,False,False,44,False
21363,175500,1.0,3,4.0,46,3,False,True,False,True,23,False
23738,180000,3.0,5,1.0,28,7,True,False,False,True,50,False
31417,292500,1.0,3,2.0,50,9,True,False,True,False,25,False
22454,108000,3.0,3,2.0,45,11,True,False,False,False,6,False
19617,148500,3.0,2,4.0,43,12,True,True,False,True,29,False
29632,121500,1.0,3,4.0,32,1,False,True,False,False,26,False
1423,180000,3.0,3,3.0,46,9,True,True,True,False,14,False
18792,157500,1.0,3,1.0,60,29,True,False,False,False,48,False
29218,135000,3.0,3,4.0,54,16,True,True,False,False,35,False
31370,184500,3.0,3,2.0,33,3,False,False,True,False,58,False
10061,247500,1.0,2,3.0,42,0,False,True,True,True,32,False
25932,225000,3.0,2,2.0,33,1,False,False,False,False,49,False
18515,112500,3.0,3,3.0,46,1,False,True,False,True,5,False
20716,99000,3.0,3,1.0,44,1,False,False,False,True,41,False
28257,180000,1.0,3,4.0,31,1,False,True,False,True,34,False
16299,121500,3.0,3,1.0,45,7,True,False,False,True,6,False
14278,180000,3.0,5,3.0,29,7,True,True,False,False,48,False
21887,112500,3.0,3,2.0,44,4,False,False,False,False,43,False
16374,135000,3.0,3,2.0,45,1,False,False,False,False,18,False
36230,193500,3.0,2,2.0,48,27,True,False,False,False,30,False
12706,270000,3.0,3,1.0,47,3,False,False,True,False,8,False
7857,135000,3.0,3,3.0,41,0,False,True,False,True,9,False
35453,112500,3.0,3,2.0,50,1,False,False,False,False,39,False
13367,135000,3.0,3,2.0,39,11,True,False,True,True,38,False
26626,135000,3.0,3,4.0,38,6,True,True,False,False,57,False
7581,135000,3.0,3,2.0,59,8,True,False,False,True,38,False
19507,225000,1.0,3,2.0,43,9,True,True,False,False,36,False
10500,153000,3.0,3,2.0,41,0,False,False,True,False,59,False
18567,270000,2.0,3,1.0,24,2,False,False,True,True,41,False
8358,135000,3.0,5,2.0,44,8,True,False,True,False,57,False
20832,126000,3.0,3,1.0,59,3,False,False,False,True,6,False
21052,112500,3.0,3,2.0,50,11,True,False,False,False,51,False
12398,225000,1.0,3,2.0,59,7,True,False,False,False,14,False
18836,180000,3.0,3,2.0,40,4,False,True,True,False,15,False
13899,103500,3.0,3,2.0,43,3,False,False,False,False,31,False
10495,157500,3.0,3,4.0,28,2,False,True,False,False,13,False
31437,144000,1.0,3,1.0,36,13,True,False,False,False,14,False
30986,135000,3.0,3,2.0,37,5,True,False,False,True,52,False
35106,90000,3.0,2,2.0,48,15,True,False,False,False,52,False
6680,265500,1.0,5,3.0,30,6,True,True,True,False,34,False
3316,112500,3.0,3,2.0,50,1,False,False,True,True,2,False
4693,207000,3.0,3,1.0,37,13,True,False,True,False,17,False
32554,135000,3.0,3,1.0,50,3,False,False,False,False,44,False
10948,202500,3.0,3,3.0,31,8,True,True,False,False,30,False
10834,139500,1.0,3,2.0,48,23,True,False,False,False,32,False
8012,270000,1.0,3,1.0,46,0,False,False,False,False,27,False
11439,112500,3.0,3,2.0,33,1,False,False,True,True,15,False
35468,315000,1.0,3,4.0,36,5,True,True,True,True,40,False
8465,202500,3.0,2,2.0,50,9,True,False,False,False,5,False
23997,189000,3.0,3,2.0,44,1,False,False,False,False,5,False
23641,270000,3.0,3,3.0,27,1,False,True,False,True,35,False
17570,135000,3.0,3,2.0,48,11,True,False,False,False,4,False
25709,112500,3.0,3,4.0,39,6,True,True,False,False,2,False
30146,157500,1.0,3,2.0,42,3,False,False,False,True,46,False
23060,202500,1.0,3,4.0,37,8,True,True,False,True,55,False
23726,157500,1.0,3,2.0,32,5,True,True,False,True,42,False
2073,135000,3.0,3,3.0,26,3,False,True,False,False,28,False
30004,135000,1.0,3,3.0,31,5,True,True,False,True,5,False
29325,157500,3.0,3,2.0,53,6,True,False,False,True,30,False
14160,360000,3.0,3,1.0,29,1,False,False,True,True,11,False
27080,135000,1.0,3,2.0,48,2,False,False,False,False,3,False
24333,153000,3.0,3,2.0,47,4,False,True,False,True,8,False
8866,157500,1.0,5,4.0,38,1,False,True,True,False,3,False
11271,157500,1.0,3,2.0,59,12,True,False,True,True,10,False
16069,225000,3.0,3,3.0,36,10,True,True,False,False,17,False
22091,157500,3.0,3,4.0,27,3,False,True,False,False,41,False
23514,112500,2.0,2,5.0,42,6,True,True,False,True,52,False
3563,180000,3.0,3,2.0,58,4,False,False,True,False,25,False
1182,135000,3.0,3,2.0,40,5,True,False,False,False,7,False
6787,135000,3.0,3,2.0,41,7,True,False,False,False,11,False
3242,225000,1.0,3,4.0,38,9,True,True,True,False,21,False
32964,121500,3.0,3,2.0,54,8,True,False,True,True,37,False
10167,202500,1.0,3,1.0,32,1,False,False,False,True,10,False
18795,157500,1.0,3,1.0,60,29,True,False,False,False,31,False
26241,225000,3.0,3,1.0,43,3,False,False,False,True,11,False
10699,315000,1.0,5,4.0,34,3,False,True,True,False,13,False
20303,184500,1.0,5,2.0,36,12,True,True,False,True,54,False
9294,126000,3.0,3,2.0,39,6,True,False,True,True,21,False
5637,202500,1.0,2,2.0,38,12,True,False,False,False,32,False
21433,337500,1.0,3,1.0,31,3,False,False,False,True,44,False
6535,81000,1.0,3,3.0,28,1,False,True,False,True,16,False
31058,270000,3.0,3,2.0,43,19,True,False,False,True,3,False
33813,225000,3.0,3,2.0,36,0,False,False,False,False,3,False
34944,135000,2.0,3,3.0,31,1,False,True,True,True,9,False
26185,72000,3.0,3,4.0,38,6,True,True,False,False,17,False
16223,157500,3.0,3,3.0,46,4,False,True,True,False,44,False
11884,157500,2.0,3,3.0,35,7,True,True,True,False,38,False
12639,270000,3.0,3,4.0,38,3,False,True,False,False,27,False
12019,225000,1.0,3,4.0,28,2,False,True,False,False,16,False
35545,130500,3.0,3,2.0,34,9,True,False,False,False,57,False
1996,270000,1.0,3,5.0,41,1,False,True,True,False,37,False
10000,202500,1.0,3,2.0,58,2,False,False,True,False,23,False
26598,180000,3.0,3,3.0,32,4,False,True,False,True,19,False
24732,270000,1.0,3,2.0,42,1,False,False,True,False,9,False
35995,90000,3.0,3,1.0,50,9,True,False,False,True,26,False
20146,171000,3.0,3,4.0,40,3,False,True,False,True,9,False
16253,315000,3.0,3,1.0,35,9,True,False,True,True,9,False
31873,121500,1.0,3,2.0,25,6,True,False,False,False,17,False
35492,135000,1.0,3,3.0,30,6,True,True,True,False,41,False
8525,225000,3.0,3,2.0,43,10,True,True,False,False,5,False
4033,225000,3.0,3,3.0,44,7,True,True,False,False,31,False
33273,112500,3.0,3,3.0,44,2,False,True,True,True,7,False
22179,202500,3.0,3,2.0,61,1,False,False,False,False,21,False
11657,180000,1.0,3,2.0,59,12,True,False,True,False,21,False
10833,139500,1.0,3,2.0,48,23,True,False,False,False,28,False
3712,180000,3.0,3,2.0,56,1,False,False,False,False,2,False
11800,270000,0.0,3,3.0,33,2,False,True,True,False,38,False
26143,225000,3.0,3,2.0,41,0,False,False,False,True,53,False
25796,202500,3.0,3,2.0,27,6,True,False,False,False,5,False
14983,225000,3.0,3,3.0,31,2,False,True,True,True,41,False
23937,76500,3.0,3,2.0,46,0,False,False,False,True,3,False
25697,193500,3.0,3,1.0,50,26,True,False,False,False,56,False
33259,202500,3.0,3,3.0,36,18,True,True,False,True,35,False
12154,90000,3.0,3,2.0,28,6,True,False,False,True,59,False
7976,67500,3.0,3,3.0,41,3,False,True,False,False,3,False
15189,112500,3.0,3,1.0,24,3,False,False,False,True,15,False
14652,135000,3.0,3,2.0,34,2,False,False,True,False,50,False
29476,225000,1.0,3,1.0,38,8,True,False,False,True,44,False
26368,81000,1.0,3,3.0,29,3,False,True,True,True,32,False
9670,247500,3.0,3,2.0,44,13,True,False,False,True,56,False
5050,184500,3.0,3,3.0,31,13,True,True,False,False,23,False
34997,135000,1.0,3,2.0,54,12,True,False,True,True,5,False
1703,135000,3.0,3,1.0,46,18,True,False,False,False,7,False
20824,247500,3.0,3,2.0,39,20,True,False,True,True,56,False
22432,225000,3.0,3,1.0,54,4,False,False,True,False,28,True
1845,112500,3.0,3,3.0,49,0,False,True,False,True,22,False
551,270000,3.0,3,2.0,32,3,False,False,False,True,17,False
10249,180000,3.0,3,2.0,43,22,True,False,False,False,22,False
